frame,pa_x,pa_y,pa_z,po_a,po_x,po_y,po_z,pav_x,pav_y,pav_z,rsa_x,rsa_y,rsa_z,rso_a,rso_x,rso_y,rso_z,rsav_x,rsav_y,rsav_z,lsa_x,lsa_y,lsa_z,lso_a,lso_x,lso_y,lso_z,lsav_x,lsav_y,lsav_z,lula_x,lula_y,lula_z,lulo_a,lulo_x,lulo_y,lulo_z,lulav_x,lulav_y,lulav_z,llla_x,llla_y,llla_z,lllo_a,lllo_x,lllo_y,lllo_z,lllav_x,lllav_y,lllav_z,lfa_x,lfa_y,lfa_z,lfo_a,lfo_x,lfo_y,lfo_z,lfav_x,lfav_y,lfav_z,label,subject_id
31,1.383802,-1.669359,0.579215,0.757776,-0.312788,-0.267659,0.506259,-0.332772,-1.343372,-0.126011,-1.539379,-0.683388,-2.219849,0.280166,-0.013533,0.119319,-0.952411,-1.444053,-2.404886,-0.468657,-1.522946,-0.660251,-1.940979,0.779278,-0.20371,-0.053297,-0.590243,-0.134747,-2.820044,0.171645,0.622751,-1.178354,0.834045,0.177319,-0.131274,0.664473,0.714004,-0.586885,0.067518,0.381208,0.622751,-1.178354,0.834045,0.177319,-0.131274,0.664473,0.714004,0.377843,-0.50185,-0.072772,-0.939959,0.692719,-0.22244,0.317524,-0.163033,-0.195805,-0.913378,-0.134747,-2.820044,0.171645,0,1
32,1.949811,-1.219676,0.052602,0.754394,-0.319997,-0.274409,0.503181,-0.267731,-1.273627,-0.057683,-0.616438,-1.211952,-2.059571,0.278854,0.001627,0.105388,-0.954532,-1.111171,-2.19244,-0.418691,-1.257167,-0.821188,-1.781773,0.778474,-0.192212,-0.071683,-0.593207,-0.226585,-2.615572,0.180024,1.094943,-0.625649,0.851646,0.174791,-0.132659,0.667041,0.711973,-0.452525,0.101205,0.250996,1.094943,-0.625649,0.851646,0.174791,-0.132659,0.667041,0.711973,0.430382,-0.445017,-0.046155,-0.942426,0.411695,-0.026337,0.319418,-0.164561,-0.202712,-0.910933,-0.226585,-2.615572,0.180024,0,1
33,1.299349,-0.998224,-0.547656,0.751102,-0.326856,-0.280814,0.500154,-0.254912,-1.216269,-0.060116,-1.33904,-0.87986,-1.948294,0.277773,0.014312,0.095715,-0.955759,-0.694882,-1.769648,-0.329918,-1.523035,-0.605674,-1.411943,0.777528,-0.180917,-0.089532,-0.59557,-0.215437,-2.538457,0.212007,1.107079,-0.064012,0.997877,0.173977,-0.132441,0.668357,0.710978,-0.201794,0.091205,0.017887,1.107079,-0.064012,0.997877,0.173977,-0.132441,0.668357,0.710978,0.38479,-0.367471,0.064544,-0.514332,-0.159503,0.392331,0.321253,-0.165528,-0.210934,-0.908242,-0.215437,-2.538457,0.212007,0,1
34,1.080262,-0.897568,-0.904566,0.747493,-0.334267,-0.287762,0.496702,-0.270195,-1.325746,-0.076515,-2.71223,-0.459027,-2.087601,0.276899,0.029013,0.087177,-0.956496,-0.492203,-1.966261,-0.310868,-1.908627,-0.463102,-1.604319,0.776166,-0.1694,-0.107539,-0.597751,-0.216584,-2.569499,0.205118,1.329339,0.480747,1.125325,0.174,-0.131093,0.668282,0.711293,0.058989,0.112362,-0.094748,1.329339,0.480747,1.125325,0.174,-0.131093,0.668282,0.711293,0.269783,-0.348079,0.248062,-0.729575,-0.136513,0.432789,0.323233,-0.166991,-0.220824,-0.904915,-0.216584,-2.569499,0.205118,0,1
35,1.289847,-1.255356,-0.734788,0.744086,-0.341437,-0.294622,0.492905,-0.233565,-1.310444,-0.11469,-2.269201,0.018316,-3.11806,0.275288,0.049613,0.074217,-0.957208,-0.80087,-2.782943,-0.471527,-1.722925,-0.463299,-2.213575,0.774581,-0.15647,-0.126757,-0.599561,-0.18075,-2.779217,0.26664,1.427066,0.231149,1.077661,0.174785,-0.127807,0.667245,0.712671,0.278684,0.213142,-0.277799,1.427066,0.231149,1.077661,0.174785,-0.127807,0.667245,0.712671,0.292903,-0.365665,0.318486,-0.416721,-0.618106,0.379552,0.323994,-0.167725,-0.229789,-0.902271,-0.18075,-2.779217,0.26664,0,1
36,1.10944,-1.552946,-0.374929,0.741208,-0.347612,-0.301054,0.489022,-0.145286,-1.198104,-0.135914,-0.54205,-0.63494,-2.937591,0.273129,0.070655,0.059779,-0.957515,-0.94917,-2.880091,-0.533494,-1.096289,-0.65929,-2.588277,0.772771,-0.142972,-0.146106,-0.600863,-0.148833,-2.825992,0.308989,1.465228,-0.374075,-0.006413,0.175492,-0.123891,0.665282,0.71502,0.447769,0.268835,-0.287033,1.465228,-0.374075,-0.006413,0.175492,-0.123891,0.665282,0.71502,0.332371,-0.316328,0.230237,0.458277,-0.549088,0.00504,0.323588,-0.167375,-0.236675,-0.9007,-0.148833,-2.825992,0.308989,0,1
37,0.701435,-1.334323,-0.156859,0.735887,-0.353268,-0.306886,0.489381,-0.055871,-1.130874,-0.089654,-0.67335,-1.159576,-2.610152,0.276621,0.083041,0.053675,-0.955879,-0.659647,-2.275395,-0.427116,-0.93141,-0.882582,-2.87078,0.771307,-0.130487,-0.16071,-0.601856,-0.156245,-2.674861,0.29872,0.994435,-1.149168,-0.708749,0.178907,-0.119236,0.664699,0.715507,0.356339,0.309397,-0.30915,0.994435,-1.149168,-0.708749,0.178907,-0.119236,0.664699,0.715507,0.390531,-0.23753,0.055506,0.573856,-1.331493,0.042824,0.323536,-0.159098,-0.237476,-0.902008,-0.156245,-2.674861,0.29872,0,1
38,0.772048,-1.308714,-0.111934,0.73334,-0.357617,-0.31292,0.486213,-0.013997,-1.014388,-0.039409,-1.714215,-1.141967,-3.087673,0.275029,0.099296,0.043664,-0.955297,-0.584774,-2.199836,-0.369592,-1.108227,-1.109793,-3.026795,0.768766,-0.119395,-0.177797,-0.602605,-0.229823,-2.448078,0.220193,0.24036,-1.497115,-1.044513,0.178755,-0.115544,0.664439,0.716392,0.169159,0.331317,-0.250864,0.24036,-1.497115,-1.044513,0.178755,-0.115544,0.664439,0.716392,0.455423,-0.292694,0.009396,1.563771,-1.314195,-0.184299,0.322063,-0.158585,-0.239931,-0.901975,-0.229823,-2.448078,0.220193,0,1
39,0.323388,-1.447355,0.128082,0.730939,-0.36139,-0.318212,0.483597,-0.020978,-0.886251,-0.009466,-2.250964,-1.018824,-3.503848,0.273186,0.119331,0.031581,-0.954008,-0.690948,-2.708892,-0.41911,-1.843821,-1.26291,-3.16438,0.76588,-0.107917,-0.195054,-0.603105,-0.216227,-2.495476,0.228998,-0.7266,-1.485502,-0.74874,0.178295,-0.111754,0.665307,0.716302,-0.007796,0.375017,-0.268748,-0.7266,-1.485502,-0.74874,0.178295,-0.111754,0.665307,0.716302,0.518856,-0.390868,-0.065151,0.650873,-1.394715,0.056958,0.320381,-0.15835,-0.240612,-0.902434,-0.216227,-2.495476,0.228998,0,1
40,-0.12247,-2.152125,0.671539,0.728283,-0.364715,-0.323614,0.481519,-0.006921,-0.856223,0.074581,-1.600529,-1.259838,-4.033444,0.27103,0.140671,0.01658,-0.952092,-0.975452,-2.96181,-0.480911,-2.101837,-1.67431,-3.583061,0.762658,-0.094233,-0.214715,-0.602802,-0.210242,-2.873614,0.361519,-1.516137,-1.792246,-0.626207,0.177601,-0.108194,0.666525,0.715889,-0.071622,0.377011,-0.241877,-1.516137,-1.792246,-0.626207,0.177601,-0.108194,0.666525,0.715889,0.506528,-0.525372,0.043042,-0.301518,-1.27594,0.616785,0.318988,-0.158172,-0.239829,-0.903167,-0.210242,-2.873614,0.361519,0,1
41,-0.202994,-2.047865,0.805551,0.725373,-0.367013,-0.329565,0.480127,0.077097,-0.824773,0.213158,-0.811772,-2.166047,-3.95012,0.268845,0.161825,0.001714,-0.94949,-0.964102,-2.947812,-0.458846,-1.294434,-1.992208,-3.231104,0.759195,-0.077831,-0.236116,-0.601511,-0.115132,-3.224647,0.524407,-1.999476,-1.945467,-0.311713,0.175554,-0.106542,0.66879,0.714527,-0.295605,0.331442,-0.00688,-1.999476,-1.945467,-0.311713,0.175554,-0.106542,0.66879,0.714527,0.559488,-0.682379,0.178595,0.725048,-1.565234,0.355882,0.317508,-0.158078,-0.238679,-0.904009,-0.115132,-3.224647,0.524407,0,1
42,-0.499847,-1.9423,0.696787,0.722581,-0.367935,-0.335744,0.47935,0.190682,-0.733529,0.324417,-0.157449,-2.489262,-3.73437,0.267509,0.182505,-0.010461,-0.946056,-0.689203,-2.823315,-0.282733,-0.57248,-1.846081,-2.368319,0.755248,-0.062966,-0.254015,-0.600926,0.013612,-2.814791,0.349094,-1.926349,-1.716695,0.026618,0.173189,-0.105813,0.671772,0.712412,-0.441094,0.283266,0.069546,-1.926349,-1.716695,0.026618,0.173189,-0.105813,0.671772,0.712412,0.622607,-0.871976,0.457767,-0.596519,-1.685071,0.804494,0.314888,-0.157747,-0.236159,-0.905644,0.013612,-2.814791,0.349094,0,1
43,-1.36471,-2.387325,1.007806,0.716891,-0.36969,-0.344431,0.480379,0.231987,-0.643907,0.336092,0.188524,-2.465916,-3.499195,0.272101,0.197677,-0.013484,-0.941649,-0.375556,-2.561261,-0.036504,-1.039261,-1.672047,-2.606238,0.754111,-0.04971,-0.262711,-0.599857,0.12115,-2.294606,0.275396,-1.704255,-2.145919,-0.104621,0.174317,-0.106073,0.674533,0.709484,-0.42447,0.304609,0.024626,-1.704255,-2.145919,-0.104621,0.174317,-0.106073,0.674533,0.709484,0.630905,-0.999916,0.534764,-1.019733,-1.813318,1.13284,0.312983,-0.154343,-0.229265,-0.908657,0.12115,-2.294606,0.275396,0,1
44,-1.479792,-1.548037,1.432235,0.714457,-0.368422,-0.350023,0.480936,0.30818,-0.481718,0.483955,0.944914,-1.98275,-3.761787,0.272377,0.216701,-0.02214,-0.937209,-0.366285,-2.545443,0.001318,-0.941902,-1.703645,-3.441196,0.750828,-0.035408,-0.278281,-0.597966,0.099186,-2.535762,0.470721,-1.448804,-2.061597,0.026024,0.172374,-0.104512,0.677989,0.706891,-0.496779,0.32466,-0.050991,-1.448804,-2.061597,0.026024,0.172374,-0.104512,0.677989,0.706891,0.592691,-1.024648,0.442983,-1.590678,-2.274608,1.759679,0.308557,-0.152123,-0.22575,-0.911421,0.099186,-2.535762,0.470721,0,1
45,-1.96519,0.52377,1.801168,0.711616,-0.36684,-0.354922,0.482765,0.223737,-0.36488,0.599182,1.909376,-2.001761,-3.539928,0.272217,0.236452,-0.032827,-0.932154,-0.561215,-2.710817,-0.078267,0.295419,-2.067667,-3.687976,0.747454,-0.018548,-0.296414,-0.594228,0.084198,-2.945574,0.727112,-1.452581,-1.184091,0.915831,0.172401,-0.100218,0.680508,0.705083,-0.272135,0.38677,-0.412328,-1.452581,-1.184091,0.915831,0.172401,-0.100218,0.680508,0.705083,0.546518,-0.98901,0.333847,-2.759393,-2.425611,3.135181,0.30337,-0.146203,-0.221479,-0.915171,0.084198,-2.945574,0.727112,0,1
46,-1.612514,1.786086,2.049664,0.708409,-0.366556,-0.359048,0.484641,0.049969,-0.387582,0.535119,3.131791,-2.133158,-2.883468,0.272254,0.25531,-0.042784,-0.926749,-0.515672,-2.596171,-0.027359,2.543306,-2.046175,-3.420894,0.744252,-0.001161,-0.312816,-0.590113,0.242127,-2.820698,0.788503,-1.865616,-0.766862,1.753904,0.174639,-0.092287,0.681704,0.70446,0.038454,0.500798,-0.856115,-1.865616,-0.766862,1.753904,0.174639,-0.092287,0.681704,0.70446,0.384834,-0.967321,0.394913,-2.194932,-5.656173,5.111338,0.29894,-0.13247,-0.215384,-0.920161,0.242127,-2.820698,0.788503,0,1
47,-0.956366,2.022377,1.57825,0.705529,-0.366121,-0.362634,0.486499,0.046647,-0.319441,0.497358,3.961039,-1.762965,-1.905876,0.27322,0.271062,-0.048808,-0.92168,-0.206597,-2.107137,0.169799,4.054727,-0.800814,-2.296665,0.742914,0.014884,-0.323485,-0.585845,0.523253,-2.143404,0.883028,-2.790614,0.092999,3.015577,0.179049,-0.080979,0.680834,0.705584,0.450681,0.584741,-1.256435,-2.790614,0.092999,3.015577,0.179049,-0.080979,0.680834,0.705584,0.248962,-0.856036,0.239883,-6.740524,1.038281,2.013052,0.295908,-0.112883,-0.205426,-0.926011,0.523253,-2.143404,0.883028,0,1
48,-0.466641,1.130035,0.939824,0.703442,-0.36551,-0.365682,0.487696,0.093691,-0.258128,0.379246,3.653313,-0.857837,-1.656961,0.275602,0.283159,-0.049427,-0.91729,0.229468,-1.495092,0.4586,3.658737,0.917816,-1.235928,0.742753,0.026728,-0.330284,-0.581822,0.428502,-1.456681,0.787929,-3.548133,0.116526,1.429215,0.18479,-0.068915,0.676314,0.709721,1.03513,0.490593,-1.33085,-3.548133,0.116526,1.429215,0.18479,-0.068915,0.676314,0.709721,0.266475,-0.810787,0.417541,-4.883143,1.543927,-0.053565,0.298454,-0.089323,-0.197834,-0.929413,0.428502,-1.456681,0.787929,0,1
49,-0.525103,0.768399,-0.222455,0.700502,-0.365946,-0.371905,0.486896,0.17713,-0.138469,0.343438,2.795908,0.400377,-1.903383,0.279746,0.293286,-0.041957,-0.913217,0.655752,-1.327408,0.714418,3.085491,1.242144,-1.711489,0.743923,0.03775,-0.332904,-0.578212,0.248654,-1.351535,0.625776,-3.935324,0.401418,-1.014809,0.19004,-0.063069,0.672005,0.712963,0.903947,0.423876,-0.961421,-3.935324,0.401418,-1.014809,0.19004,-0.063069,0.672005,0.712963,0.293369,-0.912186,0.953568,-5.684483,3.623211,-3.191327,0.306276,-0.067142,-0.196153,-0.929092,0.248654,-1.351535,0.625776,0,1
50,0.072345,0.102441,-1.394137,0.699306,-0.364001,-0.374785,0.487864,0.243965,-0.136568,0.359779,2.484754,1.45877,-1.328835,0.283026,0.306111,-0.03692,-0.908201,0.846444,-1.404774,0.769935,3.064491,1.933867,-1.472314,0.742773,0.048219,-0.340461,-0.574499,0.273532,-1.468405,0.628305,-3.322606,1.394349,-2.223737,0.190488,-0.056969,0.67054,0.714734,0.410238,0.46076,-0.470956,-3.322606,1.394349,-2.223737,0.190488,-0.056969,0.67054,0.714734,0.211522,-1.109851,1.74557,-6.368717,1.920822,-3.864994,0.320097,-0.047654,-0.200547,-0.924688,0.273532,-1.468405,0.628305,0,1
51,-0.225025,-0.306273,-0.984021,0.697461,-0.362297,-0.37877,0.488695,0.266171,-0.278397,0.423722,2.308869,2.283441,-0.318247,0.285023,0.318417,-0.033451,-0.903467,0.706362,-1.396731,0.560684,3.430723,2.603765,-0.919241,0.740824,0.058221,-0.348583,-0.571209,0.215085,-1.516911,0.513265,-2.540525,1.687005,-2.208614,0.18605,-0.055321,0.672448,0.71424,-0.196333,0.533818,0.231521,-2.540525,1.687005,-2.208614,0.18605,-0.055321,0.672448,0.71424,0.059396,-0.983396,2.060543,-6.9605,-0.079466,-3.549431,0.338094,-0.034856,-0.208934,-0.916964,0.215085,-1.516911,0.513265,0,1
52,0.666327,-1.001933,0.415107,0.694918,-0.361795,-0.383447,0.489043,0.197761,-0.459486,0.399682,2.389208,2.180126,0.070277,0.284975,0.33091,-0.033925,-0.898965,0.364394,-1.551099,0.181203,4.1091,2.787572,-0.431835,0.738088,0.066152,-0.356209,-0.569179,0.123347,-1.354817,0.264342,-1.443758,2.440864,-0.534461,0.17675,-0.058279,0.676837,0.712218,-0.667406,0.576579,0.969424,-1.443758,2.440864,-0.534461,0.17675,-0.058279,0.676837,0.712218,-0.011061,-0.452033,2.005638,-8.562521,-6.570256,-5.505303,0.354994,-0.02913,-0.218756,-0.908447,0.123347,-1.354817,0.264342,0,1
53,1.880618,-1.176467,1.106998,0.691989,-0.360348,-0.388266,0.49046,0.218941,-0.387176,0.561234,2.945733,1.864935,0.241047,0.283852,0.342146,-0.036906,-0.894987,0.095728,-1.484878,-0.057341,4.225542,2.090094,-0.708091,0.734607,0.071458,-0.363321,-0.568546,-0.008237,-1.150716,-0.018219,1.540464,4.402943,2.35004,0.16576,-0.064222,0.680273,0.711075,-0.589443,0.444769,1.38162,1.540464,4.402943,2.35004,0.16576,-0.064222,0.680273,0.711075,-0.267939,0.56441,1.738286,-11.431886,-9.686212,-4.921372,0.369602,-0.03382,-0.224142,-0.901117,-0.008237,-1.150716,-0.018219,0,1
54,2.095252,-0.928115,1.058355,0.688368,-0.358521,-0.393186,0.492967,0.175834,-0.358092,0.714648,3.098233,1.372164,0.200996,0.282295,0.350756,-0.040806,-0.891972,-0.070357,-1.196488,-0.185891,3.801531,1.626237,-0.750308,0.731041,0.076198,-0.369908,-0.568278,-0.00566,-1.066361,-0.076375,5.064864,3.655983,4.050306,0.155356,-0.071268,0.681785,0.711304,-0.330448,0.275212,1.463787,5.064864,3.655983,4.050306,0.155356,-0.071268,0.681785,0.711304,-0.491295,1.414475,1.652746,-8.190369,-8.776654,-3.241002,0.378346,-0.045754,-0.228091,-0.895955,-0.00566,-1.066361,-0.076375,0,1
55,1.905195,-0.405097,0.767154,0.681663,-0.357202,-0.400829,0.49707,0.164234,-0.339077,0.872127,2.825154,0.83968,0.326784,0.2786,0.357743,-0.044841,-0.890163,-0.190248,-1.098134,-0.299219,3.452343,1.345292,-0.287521,0.728657,0.081923,-0.374233,-0.567712,-0.073974,-1.067541,-0.096955,5.608694,1.718632,4.195962,0.146496,-0.081529,0.681969,0.711906,-0.111162,0.023073,1.407068,5.608694,1.718632,4.195962,0.146496,-0.081529,0.681969,0.711906,-0.714176,2.251149,0.970346,-6.578198,-7.265949,-0.954195,0.380856,-0.063996,-0.234529,-0.892104,-0.073974,-1.067541,-0.096955,0,1
56,1.608398,0.09788,0.937058,0.677347,-0.354442,-0.405778,0.500915,0.159234,-0.279133,0.912145,2.897194,0.295381,0.022327,0.276599,0.364403,-0.049948,-0.887811,-0.245176,-1.002436,-0.31775,3.035605,0.878232,-0.076515,0.725188,0.084924,-0.380216,-0.567738,-0.102969,-0.887945,-0.169645,3.725052,0.062753,2.129779,0.140376,-0.089155,0.67919,0.714875,0.287367,-0.175534,1.23364,3.725052,0.062753,2.129779,0.140376,-0.089155,0.67919,0.714875,-0.819619,2.711501,0.223429,-5.351591,-5.943285,-0.020514,0.379364,-0.083989,-0.237134,-0.890391,-0.102969,-0.887945,-0.169645,0,1
57,1.712145,0.646388,0.761184,0.673376,-0.352269,-0.410225,0.50417,0.124668,-0.281899,0.793656,2.766988,0.150399,-0.43685,0.274517,0.370652,-0.055521,-0.885537,-0.304452,-0.971099,-0.351659,2.290426,0.279535,-0.63389,0.722111,0.087771,-0.385595,-0.567599,-0.08659,-0.808858,-0.12944,1.792291,-4.167593,-3.588578,0.135454,-0.099937,0.689636,0.70432,-1.989861,-0.465541,1.019013,1.792291,-4.167593,-3.588578,0.135454,-0.099937,0.689636,0.70432,-0.979763,2.894173,-0.536541,-6.14229,-5.684134,2.33682,0.374638,-0.104838,-0.238808,-0.889734,-0.08659,-0.808858,-0.12944,0,1
58,1.587959,1.034767,0.097616,0.670067,-0.350211,-0.413908,0.506994,0.118361,-0.21258,0.680702,2.666623,0.015218,-0.811421,0.272862,0.376841,-0.061237,-0.883056,-0.342043,-0.975935,-0.306091,1.96055,0.125514,-1.495576,0.719236,0.091745,-0.391444,-0.566617,-0.061974,-0.925782,0.004735,1.743512,3.774787,2.316772,0.130364,-0.109361,0.695435,0.698152,-1.213868,-0.359633,1.047836,1.743512,3.774787,2.316772,0.130364,-0.109361,0.695435,0.698152,-1.150632,3.023775,-0.921679,-4.654747,-2.958601,1.62726,0.36874,-0.125233,-0.239901,-0.889267,-0.061974,-0.925782,0.004735,0,1
59,1.207624,1.5307,-0.364036,0.66713,-0.348891,-0.417064,0.509186,0.073969,-0.223086,0.548576,2.795784,-0.031101,-1.209853,0.271685,0.382723,-0.067036,-0.880464,-0.383424,-0.947615,-0.257732,2.538454,0.155029,-1.807194,0.71614,0.097083,-0.398716,-0.564574,-0.088333,-1.163363,0.129798,2.536301,-1.433042,-1.682385,0.134753,-0.10172,0.696863,0.697048,-0.033692,0.27715,-1.03373,2.536301,-1.433042,-1.682385,0.134753,-0.10172,0.696863,0.697048,-1.230568,3.102983,-0.594797,-4.164041,-1.64724,1.984803,0.363264,-0.147201,-0.24112,-0.887824,-0.088333,-1.163363,0.129798,0,1
60,0.81272,2.265495,-0.696251,0.664373,-0.348678,-0.420053,0.510478,0.027816,-0.306045,0.403207,2.944118,-0.061424,-1.464709,0.270473,0.388534,-0.07291,-0.877821,-0.392495,-0.945066,-0.263677,3.304636,0.404649,-1.362316,0.712888,0.103142,-0.406481,-0.562072,-0.079738,-1.267549,0.18758,-0.22221,0.887692,-0.15051,0.133539,-0.101209,0.69446,0.69975,0.421363,0.13367,0.139402,-0.22221,0.887692,-0.15051,0.133539,-0.101209,0.69446,0.69975,-1.223312,3.168872,-0.309175,-3.964962,-0.950427,2.904035,0.359177,-0.168532,-0.242809,-0.88523,-0.079738,-1.267549,0.18758,0,1
61,0.508766,2.397213,-0.706419,0.660458,-0.350098,-0.423442,0.511784,0.005008,-0.358332,0.216061,2.950563,0.031197,-0.960538,0.268702,0.395609,-0.078282,-0.874737,-0.283722,-0.943316,-0.205722,3.411319,0.770834,-0.689824,0.709787,0.110722,-0.412856,-0.559904,-0.032945,-1.155157,0.165446,0.182927,0.593338,-0.587976,0.134008,-0.097491,0.682835,0.711529,2.085006,0.232768,-0.227036,0.182927,0.593338,-0.587976,0.134008,-0.097491,0.682835,0.711529,-1.16998,3.168733,-0.125945,-1.377951,0.271528,2.925334,0.352979,-0.192949,-0.24659,-0.881686,-0.032945,-1.155157,0.165446,0,1
62,0.629378,1.898499,-0.421121,0.65886,-0.351428,-0.425787,0.510986,0.020743,-0.377946,0.061262,3.098716,0.166258,-0.803302,0.267854,0.40058,-0.081479,-0.87244,-0.152323,-0.750237,-0.118428,3.580319,1.034024,-0.852368,0.707022,0.1153,-0.418358,-0.558393,-0.010329,-0.937841,0.089922,-1.459261,1.37095,-2.091697,0.130733,-0.098497,0.670598,0.723537,1.976087,0.120402,0.705118,-1.459261,1.37095,-2.091697,0.130733,-0.098497,0.670598,0.723537,-1.091736,3.181634,0.052675,-1.280884,0.188529,3.548419,0.353492,-0.213114,-0.246236,-0.876923,-0.010329,-0.937841,0.089922,0,1
63,0.505415,1.074717,-0.621784,0.658094,-0.353035,-0.427347,0.509561,0.017799,-0.316844,-0.086499,2.610901,0.573779,-0.946322,0.266949,0.403871,-0.084182,-0.870942,-0.144131,-0.520507,-0.142703,3.177256,1.085585,-1.160733,0.704402,0.118897,-0.422968,-0.557476,-0.005895,-0.781093,0.012432,-2.41441,1.209084,-5.245927,0.116352,-0.097604,0.662431,0.733568,1.362499,1.219442,1.437255,-2.41441,1.209084,-5.245927,0.116352,-0.097604,0.662431,0.733568,-1.066409,3.14809,0.257682,0.972552,0.885658,2.238891,0.357971,-0.231479,-0.244951,-0.870789,-0.005895,-0.781093,0.012432,0,1
64,0.044327,0.580152,-0.585247,0.657954,-0.354618,-0.42851,0.507662,0.046281,-0.271898,-0.177779,2.164237,0.49817,-0.908028,0.265564,0.407223,-0.08743,-0.869483,-0.175395,-0.547264,-0.219968,2.767353,0.983741,-1.226718,0.701742,0.121964,-0.427501,-0.55671,-0.037245,-0.738926,-0.028705,-1.49385,-1.582283,-8.590259,0.100759,-0.087206,0.669577,0.730691,-0.892909,2.215381,0.428805,-1.49385,-1.582283,-8.590259,0.100759,-0.087206,0.669577,0.730691,-0.969356,2.988676,0.303417,4.440494,1.998328,0.505592,0.363213,-0.249837,-0.244502,-0.863641,-0.037245,-0.738926,-0.028705,0,1
65,0.227728,0.425069,-0.076777,0.658388,-0.356301,-0.429428,0.50514,0.079972,-0.25576,-0.27744,2.315697,0.438281,-0.668008,0.264025,0.411534,-0.090701,-0.867585,-0.144543,-0.671232,-0.212877,2.747877,0.841608,-1.013875,0.699012,0.124709,-0.432212,-0.555898,-0.077537,-0.736791,-0.048544,-3.731871,-1.430927,-1.955371,0.094527,-0.091367,0.692791,0.709054,-3.887849,0.184905,0.383132,-3.731871,-1.430927,-1.955371,0.094527,-0.091367,0.692791,0.709054,-0.795071,2.687084,0.349734,7.450694,1.647761,-0.406441,0.36522,-0.267052,-0.24497,-0.857489,-0.077537,-0.736791,-0.048544,0,1
66,0.262448,0.932423,0.370071,0.6596,-0.357143,-0.429593,0.502819,0.123732,-0.096564,-0.297608,2.531974,0.45482,-0.528298,0.262304,0.41551,-0.094055,-0.865853,-0.152944,-0.632703,-0.244967,3.001907,0.804866,-0.796132,0.696241,0.127199,-0.436833,-0.555198,-0.08642,-0.712553,-0.072532,-1.686372,0.68059,5.134166,0.081997,-0.084338,0.694253,0.710054,-0.096411,1.66219,0.483992,-1.686372,0.68059,5.134166,0.081997,-0.084338,0.694253,0.710054,-0.573747,2.29057,0.366744,9.440298,1.991668,-2.409465,0.363185,-0.281449,-0.24634,-0.853346,-0.08642,-0.712553,-0.072532,0,1
67,0.135314,1.272369,0.651233,0.659354,-0.356565,-0.429687,0.50347,0.100831,-0.000169,-0.3409,2.268548,0.535817,-0.341806,0.261306,0.420397,-0.098201,-0.863332,-0.164554,-0.490732,-0.300174,3.007899,0.851674,-0.450488,0.692379,0.131817,-0.441934,-0.554915,-0.062061,-0.67832,-0.103348,-2.372197,-4.821898,-0.566731,0.073764,-0.062741,0.691896,0.715474,0.85156,2.576322,-1.173429,-2.372197,-4.821898,-0.566731,0.073764,-0.062741,0.691896,0.715474,-0.42428,1.736648,0.119851,11.141258,3.647719,-5.320965,0.353172,-0.295379,-0.250705,-0.851568,-0.062061,-0.67832,-0.103348,0,1
68,0.264066,1.165092,0.920075,0.661392,-0.357265,-0.427927,0.501798,0.020977,0.134612,-0.371515,2.288039,0.411942,-0.327528,0.258808,0.423245,-0.101721,-0.862285,-0.157417,-0.495122,-0.367852,3.120428,0.83481,-0.123575,0.689466,0.133561,-0.445888,-0.554962,-0.062175,-0.602434,-0.174609,-4.10561,-3.186494,-2.624419,0.059637,-0.077543,0.700772,0.706646,-1.728981,-0.091197,2.303485,-4.10561,-3.186494,-2.624419,0.059637,-0.077543,0.700772,0.706646,-0.283294,0.962362,-0.056351,11.363089,4.235486,-5.043726,0.347934,-0.302227,-0.254027,-0.850336,-0.062175,-0.602434,-0.174609,0,1
69,0.269593,0.740941,0.964561,0.663669,-0.357356,-0.42484,0.50135,-0.063129,0.341279,-0.31446,2.470014,0.373145,-0.134119,0.256036,0.426693,-0.105059,-0.861012,-0.108832,-0.566435,-0.372466,3.096773,0.855461,0.029166,0.686589,0.134905,-0.449563,-0.555238,-0.064928,-0.547094,-0.207989,-0.66931,1.852934,1.282336,0.050109,-0.082651,0.70694,0.700638,-1.149714,0.351098,1.14359,-0.66931,1.852934,1.282336,0.050109,-0.082651,0.70694,0.700638,-0.239005,0.054895,-0.16691,11.442696,4.383622,-5.327843,0.342587,-0.304953,-0.257118,-0.850604,-0.064928,-0.547094,-0.207989,0,1
70,0.036498,0.411151,0.451152,0.665566,-0.356967,-0.421376,0.502035,-0.121763,0.429383,-0.193217,2.725855,0.335912,-0.017517,0.253005,0.429579,-0.108328,-0.860067,-0.10152,-0.49274,-0.412933,2.939558,0.764116,0.391092,0.683678,0.135594,-0.452978,-0.555886,-0.080996,-0.477936,-0.27196,-3.479243,-0.908737,-2.252668,0.040478,-0.076838,0.713598,0.695152,-1.081963,1.286311,0.224124,-3.479243,-0.908737,-2.252668,0.040478,-0.076838,0.713598,0.695152,-0.163006,-0.683483,-0.314548,12.231986,5.321042,-5.547011,0.338306,-0.304659,-0.260631,-0.851354,-0.080996,-0.477936,-0.27196,0,1
